activity	time	p	p_peak	p_smooth
Mouse4, F, AbSal	301.5	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	301.5	5.8	1	1
Mouse7, F, AbSal	301.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	301.5	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	301.583	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	301.583	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	301.583	5.8	1	1
Mouse7, F, AbSal	301.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	301.583	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	301.667	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	301.667	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	301.667	5.8	1	1
Mouse7, F, AbSal	301.667	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	301.667	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	301.75	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	301.75	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	301.75	5.8	1	1
Mouse7, F, AbSal	301.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	301.75	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	301.833	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	301.833	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	301.833	5.8	1	1
Mouse7, F, AbSal	301.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	301.833	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	301.917	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	301.917	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	301.917	5.8	1	1
Mouse7, F, AbSal	301.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	301.917	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	302	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	302	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	302	5.8	1	1
Mouse7, F, AbSal	302	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	302	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	302.083	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	302.083	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	302.083	5.8	1	1
Mouse7, F, AbSal	302.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	302.083	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	302.167	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	302.167	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	302.167	5.8	1	1
Mouse7, F, AbSal	302.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	302.167	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	302.25	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	302.25	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	302.25	5.8	1	1
Mouse7, F, AbSal	302.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	302.25	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	302.333	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	302.333	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	302.333	5.8	1	1
Mouse7, F, AbSal	302.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	302.333	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	302.417	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	302.417	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	302.417	5.8	1	1
Mouse7, F, AbSal	302.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	302.417	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	302.5	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	302.5	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	302.5	5.8	1	1
Mouse7, F, AbSal	302.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	302.5	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	302.583	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	302.583	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	302.583	5.8	1	1
Mouse7, F, AbSal	302.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	302.583	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	302.667	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	302.667	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	302.667	5.8	1	1
Mouse7, F, AbSal	302.667	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	302.667	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	302.75	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	302.75	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	302.75	5.8	1	1
Mouse7, F, AbSal	302.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	302.75	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	302.833	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	302.833	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	302.833	5.8	1	1
Mouse7, F, AbSal	302.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	302.833	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	302.917	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	302.917	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	302.917	5.8	1	1
Mouse7, F, AbSal	302.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	302.917	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	303	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	303	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	303	5.8	1	1
Mouse7, F, AbSal	303	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	303	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	303.083	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	303.083	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	303.083	5.8	1	1
Mouse7, F, AbSal	303.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	303.083	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	303.167	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	303.167	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	303.167	5.8	1	1
Mouse7, F, AbSal	303.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	303.167	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	303.25	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	303.25	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	303.25	5.8	1	1
Mouse7, F, AbSal	303.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	303.25	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	303.333	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	303.333	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	303.333	5.8	1	1
Mouse7, F, AbSal	303.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	303.333	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	303.417	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	303.417	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	303.417	5.8	1	1
Mouse7, F, AbSal	303.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	303.417	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	303.5	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	303.5	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	303.5	5.8	1	1
Mouse7, F, AbSal	303.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	303.5	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	303.583	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	303.583	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	303.583	5.8	1	1
Mouse7, F, AbSal	303.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	303.583	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	303.667	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	303.667	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	303.667	5.8	1	1
Mouse7, F, AbSal	303.667	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	303.667	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	303.75	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	303.75	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	303.75	5.8	1	1
Mouse7, F, AbSal	303.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	303.75	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	303.833	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	303.833	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	303.833	5.8	1	1
Mouse7, F, AbSal	303.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	303.833	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	303.917	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	303.917	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	303.917	5.8	1	1
Mouse7, F, AbSal	303.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	303.917	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	304	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	304	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	304	5.8	1	1
Mouse7, F, AbSal	304	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	304	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	304.083	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	304.083	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	304.083	5.8	1	1
Mouse7, F, AbSal	304.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	304.083	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	304.167	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	304.167	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	304.167	5.8	1	1
Mouse7, F, AbSal	304.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	304.167	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	304.25	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	304.25	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	304.25	5.8	1	1
Mouse7, F, AbSal	304.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	304.25	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	304.333	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	304.333	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	304.333	5.8	1	1
Mouse7, F, AbSal	304.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	304.333	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	304.417	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	304.417	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	304.417	5.8	1	1
Mouse7, F, AbSal	304.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	304.417	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	304.5	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	304.5	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	304.5	5.8	1	1
Mouse7, F, AbSal	304.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	304.5	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	304.583	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	304.583	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	304.583	5.8	1	1
Mouse7, F, AbSal	304.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	304.583	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	304.667	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	304.667	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	304.667	5.8	1	1
Mouse7, F, AbSal	304.667	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	304.667	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	304.75	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	304.75	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	304.75	5.8	1	1
Mouse7, F, AbSal	304.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	304.75	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	304.833	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	304.833	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	304.833	5.8	1	1
Mouse7, F, AbSal	304.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	304.833	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	304.917	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	304.917	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	304.917	5.8	1	1
Mouse7, F, AbSal	304.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	304.917	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	305	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	305	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	305	5.8	1	1
Mouse7, F, AbSal	305	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	305	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	305.083	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	305.083	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	305.083	5.8	1	1
Mouse7, F, AbSal	305.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	305.083	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	305.167	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	305.167	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	305.167	5.8	1	1
Mouse7, F, AbSal	305.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	305.167	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	305.25	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	305.25	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	305.25	5.8	1	1
Mouse7, F, AbSal	305.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	305.25	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	305.333	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	305.333	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	305.333	5.8	1	1
Mouse7, F, AbSal	305.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	305.333	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	305.417	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	305.417	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	305.417	5.8	1	1
Mouse7, F, AbSal	305.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	305.417	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	305.5	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	305.5	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	305.5	5.8	1	1
Mouse7, F, AbSal	305.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	305.5	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	305.583	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	305.583	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	305.583	5.8	1	1
Mouse7, F, AbSal	305.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	305.583	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	305.667	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	305.667	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	305.667	5.8	1	1
Mouse7, F, AbSal	305.667	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	305.667	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	305.75	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	305.75	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	305.75	5.8	1	1
Mouse7, F, AbSal	305.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	305.75	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	305.833	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	305.833	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	305.833	5.8	1	1
Mouse7, F, AbSal	305.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	305.833	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	305.917	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	305.917	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	305.917	5.8	1	1
Mouse7, F, AbSal	305.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	305.917	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	306	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	306	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	306	5.8	1	1
Mouse7, F, AbSal	306	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	306	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	306.083	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	306.083	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	306.083	5.8	1	1
Mouse7, F, AbSal	306.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	306.083	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	306.167	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	306.167	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	306.167	5.8	1	1
Mouse7, F, AbSal	306.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	306.167	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	306.25	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	306.25	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	306.25	5.8	1	1
Mouse7, F, AbSal	306.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	306.25	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	306.333	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	306.333	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	306.333	5.8	1	1
Mouse7, F, AbSal	306.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	306.333	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	306.417	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	306.417	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	306.417	5.8	1	1
Mouse7, F, AbSal	306.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	306.417	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	306.5	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	306.5	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	306.5	5.8	1	1
Mouse7, F, AbSal	306.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	306.5	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	306.583	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	306.583	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	306.583	5.8	1	1
Mouse7, F, AbSal	306.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	306.583	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	306.667	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	306.667	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	306.667	5.8	1	1
Mouse7, F, AbSal	306.667	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	306.667	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	306.75	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	306.75	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	306.75	5.8	1	1
Mouse7, F, AbSal	306.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	306.75	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	306.833	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	306.833	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	306.833	5.8	1	1
Mouse7, F, AbSal	306.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	306.833	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	306.917	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	306.917	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	306.917	5.8	1	1
Mouse7, F, AbSal	306.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	306.917	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	307	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	307	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	307	5.8	1	1
Mouse7, F, AbSal	307	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	307	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	307.083	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	307.083	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	307.083	5.8	1	1
Mouse7, F, AbSal	307.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	307.083	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	307.167	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	307.167	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	307.167	5.8	1	1
Mouse7, F, AbSal	307.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	307.167	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	307.25	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	307.25	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	307.25	5.8	1	1
Mouse7, F, AbSal	307.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	307.25	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	307.333	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	307.333	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	307.333	5.8	1	1
Mouse7, F, AbSal	307.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	307.333	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	307.417	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	307.417	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	307.417	5.8	1	1
Mouse7, F, AbSal	307.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	307.417	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	307.5	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	307.5	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	307.5	5.8	1	1
Mouse7, F, AbSal	307.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	307.5	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	307.583	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	307.583	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	307.583	5.8	1	1
Mouse7, F, AbSal	307.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	307.583	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	307.667	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	307.667	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	307.667	5.8	1	1
Mouse7, F, AbSal	307.667	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	307.667	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	307.75	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	307.75	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	307.75	5.8	1	1
Mouse7, F, AbSal	307.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	307.75	5.8	0.14146341463414633	0.14146341463414633
