activity	time	p	p_peak	p_smooth
Mouse9, F, NoAbCec	1448.833	0	0	0
Mouse2, F, NoAbCec	1448.917	0	0	0
Mouse4, F, AbSal	1448.917	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1448.917	5.8	1	1
Mouse7, F, AbSal	1448.917	0	0	0
Mouse9, F, NoAbCec	1448.917	0	0	0
Mouse2, F, NoAbCec	1449	0	0	0
Mouse4, F, AbSal	1449	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1449	5.8	1	1
Mouse7, F, AbSal	1449	0	0	0
Mouse9, F, NoAbCec	1449	0	0	0
Mouse2, F, NoAbCec	1449.083	0	0	0
Mouse4, F, AbSal	1449.083	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1449.083	5.8	1	1
Mouse7, F, AbSal	1449.083	0	0	0
Mouse9, F, NoAbCec	1449.083	0	0	0
Mouse2, F, NoAbCec	1449.167	0	0	0
Mouse4, F, AbSal	1449.167	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1449.167	5.8	1	1
Mouse7, F, AbSal	1449.167	0	0	0
Mouse9, F, NoAbCec	1449.167	0	0	0
Mouse2, F, NoAbCec	1449.25	0	0	0
Mouse4, F, AbSal	1449.25	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1449.25	5.8	1	1
Mouse7, F, AbSal	1449.25	0	0	0
Mouse9, F, NoAbCec	1449.25	0	0	0
Mouse2, F, NoAbCec	1449.333	0	0	0
Mouse4, F, AbSal	1449.333	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1449.333	5.8	1	1
Mouse7, F, AbSal	1449.333	0	0	0
Mouse9, F, NoAbCec	1449.333	0	0	0
Mouse2, F, NoAbCec	1449.417	0	0	0
Mouse4, F, AbSal	1449.417	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1449.417	5.8	1	1
Mouse7, F, AbSal	1449.417	0	0	0
Mouse9, F, NoAbCec	1449.417	0	0	0
Mouse2, F, NoAbCec	1449.5	0	0	0
Mouse4, F, AbSal	1449.5	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1449.5	5.8	1	1
Mouse7, F, AbSal	1449.5	0	0	0
Mouse9, F, NoAbCec	1449.5	0	0	0
Mouse2, F, NoAbCec	1449.583	0	0	0
Mouse4, F, AbSal	1449.583	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1449.583	5.8	1	1
Mouse7, F, AbSal	1449.583	0	0	0
Mouse9, F, NoAbCec	1449.583	0	0	0
Mouse2, F, NoAbCec	1449.667	0	0	0
Mouse4, F, AbSal	1449.667	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1449.667	5.8	1	1
Mouse7, F, AbSal	1449.667	0	0	0
Mouse9, F, NoAbCec	1449.667	0	0	0
Mouse2, F, NoAbCec	1449.75	0	0	0
Mouse4, F, AbSal	1449.75	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1449.75	5.8	1	1
Mouse7, F, AbSal	1449.75	0	0	0
Mouse9, F, NoAbCec	1449.75	0	0	0
Mouse2, F, NoAbCec	1449.833	0	0	0
Mouse4, F, AbSal	1449.833	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1449.833	5.8	1	1
Mouse7, F, AbSal	1449.833	0	0	0
Mouse9, F, NoAbCec	1449.833	0	0	0
Mouse2, F, NoAbCec	1449.917	0	0	0
Mouse4, F, AbSal	1449.917	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1449.917	5.8	1	1
Mouse7, F, AbSal	1449.917	0	0	0
Mouse9, F, NoAbCec	1449.917	0	0	0
Mouse2, F, NoAbCec	1450	0	0	0
Mouse4, F, AbSal	1450	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1450	5.8	1	1
Mouse7, F, AbSal	1450	0	0	0
Mouse9, F, NoAbCec	1450	0	0	0
Mouse2, F, NoAbCec	1450.083	0	0	0
Mouse4, F, AbSal	1450.083	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1450.083	5.8	1	1
Mouse7, F, AbSal	1450.083	0	0	0
Mouse9, F, NoAbCec	1450.083	0	0	0
Mouse2, F, NoAbCec	1450.167	0	0	0
Mouse4, F, AbSal	1450.167	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1450.167	5.8	1	1
Mouse7, F, AbSal	1450.167	0	0	0
Mouse9, F, NoAbCec	1450.167	0	0	0
Mouse2, F, NoAbCec	1450.25	0	0	0
Mouse4, F, AbSal	1450.25	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1450.25	5.8	1	1
Mouse7, F, AbSal	1450.25	0	0	0
Mouse9, F, NoAbCec	1450.25	0	0	0
Mouse2, F, NoAbCec	1450.333	0	0	0
Mouse4, F, AbSal	1450.333	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1450.333	5.8	1	1
Mouse7, F, AbSal	1450.333	0	0	0
Mouse9, F, NoAbCec	1450.333	0	0	0
Mouse2, F, NoAbCec	1450.417	0	0	0
Mouse4, F, AbSal	1450.417	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1450.417	5.8	1	1
Mouse7, F, AbSal	1450.417	0	0	0
Mouse9, F, NoAbCec	1450.417	0	0	0
Mouse2, F, NoAbCec	1450.5	0	0	0
Mouse4, F, AbSal	1450.5	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1450.5	5.8	1	1
Mouse7, F, AbSal	1450.5	0	0	0
Mouse9, F, NoAbCec	1450.5	0	0	0
Mouse2, F, NoAbCec	1450.583	0	0	0
Mouse4, F, AbSal	1450.583	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1450.583	5.8	1	1
Mouse7, F, AbSal	1450.583	0	0	0.04715447154471544
Mouse9, F, NoAbCec	1450.583	0	0	0
Mouse2, F, NoAbCec	1450.667	0	0	0
Mouse4, F, AbSal	1450.667	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1450.667	5.8	1	1
Mouse7, F, AbSal	1450.667	5.8	0.14146341463414633	0.09430894308943089
Mouse9, F, NoAbCec	1450.667	0	0	0
Mouse2, F, NoAbCec	1450.75	0	0	0
Mouse4, F, AbSal	1450.75	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1450.75	5.8	1	1
Mouse7, F, AbSal	1450.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1450.75	0	0	0
Mouse2, F, NoAbCec	1450.833	0	0	0
Mouse4, F, AbSal	1450.833	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1450.833	5.8	1	1
Mouse7, F, AbSal	1450.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1450.833	0	0	0
Mouse2, F, NoAbCec	1450.917	0	0	0
Mouse4, F, AbSal	1450.917	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1450.917	5.8	1	1
Mouse7, F, AbSal	1450.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1450.917	0	0	0
Mouse2, F, NoAbCec	1451	0	0	0
Mouse4, F, AbSal	1451	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1451	5.8	1	1
Mouse7, F, AbSal	1451	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1451	0	0	0
Mouse2, F, NoAbCec	1451.083	0	0	0
Mouse4, F, AbSal	1451.083	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1451.083	5.8	1	1
Mouse7, F, AbSal	1451.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1451.083	0	0	0
Mouse2, F, NoAbCec	1451.167	0	0	0
Mouse4, F, AbSal	1451.167	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1451.167	5.8	1	1
Mouse7, F, AbSal	1451.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1451.167	0	0	0
Mouse2, F, NoAbCec	1451.25	0	0	0
Mouse4, F, AbSal	1451.25	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1451.25	5.8	1	1
Mouse7, F, AbSal	1451.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1451.25	0	0	0
Mouse2, F, NoAbCec	1451.333	0	0	0
Mouse4, F, AbSal	1451.333	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1451.333	5.8	1	1
Mouse7, F, AbSal	1451.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1451.333	0	0	0
Mouse2, F, NoAbCec	1451.417	0	0	0
Mouse4, F, AbSal	1451.417	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1451.417	5.8	1	1
Mouse7, F, AbSal	1451.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1451.417	0	0	0
Mouse2, F, NoAbCec	1451.5	0	0	0
Mouse4, F, AbSal	1451.5	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1451.5	5.8	1	1
Mouse7, F, AbSal	1451.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1451.5	0	0	0
Mouse2, F, NoAbCec	1451.583	0	0	0
Mouse4, F, AbSal	1451.583	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1451.583	5.8	1	1
Mouse7, F, AbSal	1451.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1451.583	0	0	0
Mouse2, F, NoAbCec	1451.667	0	0	0
Mouse4, F, AbSal	1451.667	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1451.667	5.8	1	1
Mouse7, F, AbSal	1451.667	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1451.667	0	0	0
Mouse2, F, NoAbCec	1451.75	0	0	0
Mouse4, F, AbSal	1451.75	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1451.75	5.8	1	1
Mouse7, F, AbSal	1451.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1451.75	0	0	0
Mouse2, F, NoAbCec	1451.833	0	0	0
Mouse4, F, AbSal	1451.833	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1451.833	5.8	1	1
Mouse7, F, AbSal	1451.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1451.833	0	0	0
Mouse2, F, NoAbCec	1451.917	0	0	0
Mouse4, F, AbSal	1451.917	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1451.917	5.8	1	1
Mouse7, F, AbSal	1451.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1451.917	0	0	0
Mouse2, F, NoAbCec	1452	0	0	0
Mouse4, F, AbSal	1452	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1452	5.8	1	1
Mouse7, F, AbSal	1452	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1452	0	0	0
Mouse2, F, NoAbCec	1452.083	0	0	0
Mouse4, F, AbSal	1452.083	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1452.083	5.8	1	1
Mouse7, F, AbSal	1452.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1452.083	0	0	0
Mouse2, F, NoAbCec	1452.167	0	0	0
Mouse4, F, AbSal	1452.167	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1452.167	5.8	1	1
Mouse7, F, AbSal	1452.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1452.167	0	0	0
Mouse2, F, NoAbCec	1452.25	0	0	0
Mouse4, F, AbSal	1452.25	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1452.25	5.8	1	1
Mouse7, F, AbSal	1452.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1452.25	0	0	0
Mouse2, F, NoAbCec	1452.333	0	0	0
Mouse4, F, AbSal	1452.333	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1452.333	5.8	1	1
Mouse7, F, AbSal	1452.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1452.333	0	0	0
Mouse2, F, NoAbCec	1452.417	0	0	0
Mouse4, F, AbSal	1452.417	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1452.417	5.8	1	1
Mouse7, F, AbSal	1452.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1452.417	0	0	0
Mouse2, F, NoAbCec	1452.5	0	0	0
Mouse4, F, AbSal	1452.5	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1452.5	5.8	1	1
Mouse7, F, AbSal	1452.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1452.5	0	0	0
Mouse2, F, NoAbCec	1452.583	0	0	0
Mouse4, F, AbSal	1452.583	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1452.583	5.8	1	1
Mouse7, F, AbSal	1452.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1452.583	0	0	0
Mouse2, F, NoAbCec	1452.667	0	0	0
Mouse4, F, AbSal	1452.667	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1452.667	5.8	1	1
Mouse7, F, AbSal	1452.667	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1452.667	0	0	0
Mouse2, F, NoAbCec	1452.75	0	0	0
Mouse4, F, AbSal	1452.75	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1452.75	5.8	1	1
Mouse7, F, AbSal	1452.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1452.75	0	0	0
Mouse2, F, NoAbCec	1452.833	0	0	0
Mouse4, F, AbSal	1452.833	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1452.833	5.8	1	1
Mouse7, F, AbSal	1452.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1452.833	0	0	0
Mouse2, F, NoAbCec	1452.917	0	0	0
Mouse4, F, AbSal	1452.917	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1452.917	5.8	1	1
Mouse7, F, AbSal	1452.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1452.917	0	0	0
Mouse2, F, NoAbCec	1453	0	0	0
Mouse4, F, AbSal	1453	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1453	5.8	1	1
Mouse7, F, AbSal	1453	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1453	0	0	0
Mouse2, F, NoAbCec	1453.083	0	0	0
Mouse4, F, AbSal	1453.083	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1453.083	5.8	1	1
Mouse7, F, AbSal	1453.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1453.083	0	0	0
Mouse2, F, NoAbCec	1453.167	0	0	0
Mouse4, F, AbSal	1453.167	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1453.167	5.8	1	1
Mouse7, F, AbSal	1453.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1453.167	0	0	0
Mouse2, F, NoAbCec	1453.25	0	0	0
Mouse4, F, AbSal	1453.25	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1453.25	5.8	1	1
Mouse7, F, AbSal	1453.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1453.25	0	0	0
Mouse2, F, NoAbCec	1453.333	0	0	0
Mouse4, F, AbSal	1453.333	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1453.333	5.8	1	1
Mouse7, F, AbSal	1453.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1453.333	0	0	0
Mouse2, F, NoAbCec	1453.417	0	0	0
Mouse4, F, AbSal	1453.417	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1453.417	5.8	1	1
Mouse7, F, AbSal	1453.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1453.417	0	0	0
Mouse2, F, NoAbCec	1453.5	0	0	0
Mouse4, F, AbSal	1453.5	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1453.5	5.8	1	1
Mouse7, F, AbSal	1453.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1453.5	0	0	0
Mouse2, F, NoAbCec	1453.583	0	0	0
Mouse4, F, AbSal	1453.583	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1453.583	5.8	1	1
Mouse7, F, AbSal	1453.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1453.583	0	0	0
Mouse2, F, NoAbCec	1453.667	0	0	0
Mouse4, F, AbSal	1453.667	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1453.667	5.8	1	1
Mouse7, F, AbSal	1453.667	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1453.667	0	0	0
Mouse2, F, NoAbCec	1453.75	0	0	0
Mouse4, F, AbSal	1453.75	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1453.75	5.8	1	1
Mouse7, F, AbSal	1453.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1453.75	0	0	0
Mouse2, F, NoAbCec	1453.833	0	0	0
Mouse4, F, AbSal	1453.833	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1453.833	5.8	1	1
Mouse7, F, AbSal	1453.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1453.833	0	0	0
Mouse2, F, NoAbCec	1453.917	0	0	0
Mouse4, F, AbSal	1453.917	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1453.917	5.8	1	1
Mouse7, F, AbSal	1453.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1453.917	0	0	0
Mouse2, F, NoAbCec	1454	0	0	0
Mouse4, F, AbSal	1454	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1454	5.8	1	1
Mouse7, F, AbSal	1454	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1454	0	0	0
Mouse2, F, NoAbCec	1454.083	0	0	0
Mouse4, F, AbSal	1454.083	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1454.083	5.8	1	1
Mouse7, F, AbSal	1454.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1454.083	0	0	0
Mouse2, F, NoAbCec	1454.167	0	0	0
Mouse4, F, AbSal	1454.167	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1454.167	5.8	1	1
Mouse7, F, AbSal	1454.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1454.167	0	0	0
Mouse2, F, NoAbCec	1454.25	0	0	0
Mouse4, F, AbSal	1454.25	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1454.25	5.8	1	1
Mouse7, F, AbSal	1454.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1454.25	0	0	0
Mouse2, F, NoAbCec	1454.333	0	0	0
Mouse4, F, AbSal	1454.333	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1454.333	5.8	1	1
Mouse7, F, AbSal	1454.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1454.333	0	0	0
Mouse2, F, NoAbCec	1454.417	0	0	0
Mouse4, F, AbSal	1454.417	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1454.417	5.8	1	1
Mouse7, F, AbSal	1454.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1454.417	0	0	0
Mouse2, F, NoAbCec	1454.5	0	0	0
Mouse4, F, AbSal	1454.5	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1454.5	5.8	1	1
Mouse7, F, AbSal	1454.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1454.5	0	0	0
Mouse2, F, NoAbCec	1454.583	0	0	0
Mouse4, F, AbSal	1454.583	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1454.583	5.8	1	1
Mouse7, F, AbSal	1454.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1454.583	0	0	0
Mouse2, F, NoAbCec	1454.667	0	0	0
Mouse4, F, AbSal	1454.667	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1454.667	5.8	1	1
Mouse7, F, AbSal	1454.667	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1454.667	0	0	0
Mouse2, F, NoAbCec	1454.75	0	0	0
Mouse4, F, AbSal	1454.75	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1454.75	5.8	1	1
Mouse7, F, AbSal	1454.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1454.75	0	0	0
Mouse2, F, NoAbCec	1454.833	0	0	0
Mouse4, F, AbSal	1454.833	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1454.833	5.8	1	1
Mouse7, F, AbSal	1454.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1454.833	0	0	0
Mouse2, F, NoAbCec	1454.917	0	0	0
Mouse4, F, AbSal	1454.917	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1454.917	5.8	1	1
Mouse7, F, AbSal	1454.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1454.917	0	0	0
Mouse2, F, NoAbCec	1455	0	0	0
Mouse4, F, AbSal	1455	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1455	5.8	1	1
Mouse7, F, AbSal	1455	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1455	0	0	0
Mouse2, F, NoAbCec	1455.083	0	0	0
Mouse4, F, AbSal	1455.083	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1455.083	5.8	1	1
Mouse7, F, AbSal	1455.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1455.083	0	0	0
Mouse2, F, NoAbCec	1455.167	0	0	0
Mouse4, F, AbSal	1455.167	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1455.167	5.8	1	1
Mouse7, F, AbSal	1455.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1455.167	0	0	0
Mouse2, F, NoAbCec	1455.25	0	0	0
Mouse4, F, AbSal	1455.25	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1455.25	5.8	1	1
Mouse7, F, AbSal	1455.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1455.25	0	0	0
Mouse2, F, NoAbCec	1455.333	0	0	0
Mouse4, F, AbSal	1455.333	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1455.333	5.8	1	1
Mouse7, F, AbSal	1455.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1455.333	0	0	0
Mouse2, F, NoAbCec	1455.417	0	0	0
Mouse4, F, AbSal	1455.417	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1455.417	5.8	1	1
Mouse7, F, AbSal	1455.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1455.417	0	0	0
Mouse2, F, NoAbCec	1455.5	0	0	0
Mouse4, F, AbSal	1455.5	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1455.5	5.8	1	1
Mouse7, F, AbSal	1455.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1455.5	0	0	0
Mouse2, F, NoAbCec	1455.583	0	0	0
Mouse4, F, AbSal	1455.583	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1455.583	5.8	1	1
Mouse7, F, AbSal	1455.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1455.583	0	0	0
Mouse2, F, NoAbCec	1455.667	0	0	0
Mouse4, F, AbSal	1455.667	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1455.667	5.8	1	1
Mouse7, F, AbSal	1455.667	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1455.667	0	0	0
Mouse2, F, NoAbCec	1455.75	0	0	0
Mouse4, F, AbSal	1455.75	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1455.75	5.8	1	1
Mouse7, F, AbSal	1455.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1455.75	0	0	0
Mouse2, F, NoAbCec	1455.833	0	0	0
Mouse4, F, AbSal	1455.833	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1455.833	5.8	1	1
Mouse7, F, AbSal	1455.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1455.833	0	0	0
Mouse2, F, NoAbCec	1455.917	0	0	0
Mouse4, F, AbSal	1455.917	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1455.917	5.8	1	1
Mouse7, F, AbSal	1455.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1455.917	0	0	0
Mouse2, F, NoAbCec	1456	0	0	0
Mouse4, F, AbSal	1456	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1456	5.8	1	1
Mouse7, F, AbSal	1456	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1456	0	0	0
Mouse2, F, NoAbCec	1456.083	0	0	0
Mouse4, F, AbSal	1456.083	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1456.083	5.8	1	1
Mouse7, F, AbSal	1456.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1456.083	0	0	0
Mouse2, F, NoAbCec	1456.167	0	0	0
Mouse4, F, AbSal	1456.167	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1456.167	5.8	1	1
Mouse7, F, AbSal	1456.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1456.167	0	0	0
Mouse2, F, NoAbCec	1456.25	0	0	0
Mouse4, F, AbSal	1456.25	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1456.25	5.8	1	1
Mouse7, F, AbSal	1456.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1456.25	0	0	0
Mouse2, F, NoAbCec	1456.333	0	0	0
Mouse4, F, AbSal	1456.333	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1456.333	5.8	1	1
Mouse7, F, AbSal	1456.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1456.333	0	0	0
Mouse2, F, NoAbCec	1456.417	0	0	0
Mouse4, F, AbSal	1456.417	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1456.417	5.8	1	1
Mouse7, F, AbSal	1456.417	5.8	0.14146341463414633	0.14146341463414633
